rank,throughput_imgs_sec,step_time_ms,forward_ms,backward_allreduce_ms,allreduce_bytes,total_time_sec
0,26303.51972693942,19.44797072145674,7.208857271406386,11.60744825998942,9173288,2.8029708862304688
1,26304.188713831572,19.450401266415913,7.166632347636753,11.656055847803751,9173288,2.8028995990753174
