n_ch,batch_size,n_samples,n_steps,param_count,grad_mb,fwd_ms,bwd_ms,opt_ms,fwd_flops,fwd_bytes,ai,achieved_tflops,achieved_mem_gbps,nvlink_allreduce_ms,comm_fraction,nvlink_per_step_mb,total_nvlink_gb,total_compute_tflops,throughput_imgs_s,wall_time_s,n_telem_samples
128,64,262144,4096,18010250,72.041,1.0668220929801464,2.0322029013186693,0.17303996719419956,213055176704,358277120,594.6658740139476,206.2472975493434,346.8288774622132,0.08004555555555555,0.0393885647459784,72.041,295.079936,2618.022011338752,19559.513870652907,20.755654335021973,84
128,64,1048576,16384,18010250,72.041,1.0582220274955034,1.9975630566477776,0.1716800034046173,213055176704,358277120,594.6658740139476,209.16573401339062,351.7365686407031,0.08004555555555555,0.040071603892136695,72.041,1180.319744,10472.088045355007,19829.80396811192,61.86255764961243,248
