ts,gpu_idx,gpu_util,mem_util,mem_used_mb,mem_total_mb,power_w,temp_c,sm_clock_mhz,mem_clock_mhz,gr_engine_active,nvlink_rx_mb,nvlink_tx_mb,pcie_rx_mb,pcie_tx_mb,ecc_errors,power_ratio,thermal_headroom_C,energy_J
1776051014.2568922,0,0,0,3081.633792,192265.846784,198.967,37,1965,3996,0,0.0,0.0,0.738,0.662,0,0.198967,48.0,0.0
1776051014.2989218,1,0,0,2710.437888,192265.846784,190.419,29,1965,3996,0,0.0,0.0,0.664,0.719,0,0.190419,56.0,0.0
1776051014.3424892,0,0,0,3081.633792,192265.846784,198.867,37,1965,3996,0,0.0,0.0,0.635,0.673,0,0.198867,48.0,17.02242620944977
1776051014.3845158,1,0,0,2710.437888,192265.846784,190.439,29,1965,3996,0,0.0,0.0,0.591,0.777,0,0.190439,56.0,16.300424116373062
1776051014.4276118,0,0,0,3081.633792,192265.846784,198.867,37,1965,3996,0,0.0,0.0,0.666,0.634,0,0.198867,48.0,33.950499379634856
1776051014.4729838,1,0,0,2710.437888,192265.846784,190.445,29,1965,3996,0,0.0,0.0,1.363,4.943,0,0.190445,56.0,33.148726621389386
1776051014.5233564,0,0,0,3081.633792,192265.846784,198.806,37,1965,3996,0,0.0,0.0,3472.654,154.638,0,0.198806,48.0,52.98510228204727
1776051014.569002,1,0,0,2750.283776,192265.846784,190.401,29,1965,3996,0,0.0,0.0,17.145,6.46,0,0.19040100000000001,56.0,51.43066429901123
1776051014.613106,0,0,0,3081.633792,192265.846784,198.736,36,1965,3996,0,0.0,0.0,8.018,4.702,0,0.198736,49.0,70.82157375192642
1776051014.6594765,1,0,0,2884.501504,192265.846784,193.57,29,1965,3996,0,0.0,0.0,22.452,4.303,0,0.19357,56.0,68.94383369731902
1776051014.7085629,0,5,0,3081.633792,192265.846784,202.654,37,1965,3996,5,0.0,0.0,26.254,4.129,0,0.202654,48.0,90.16628392314911
1776051014.7510715,1,6,0,2884.501504,192265.846784,199.848,29,1965,3996,6,0.0,0.0,25.404,2.735,0,0.19984800000000003,56.0,87.24889815998077
1776051014.7950635,0,5,0,3081.633792,192265.846784,208.172,37,1965,3996,5,0.0,0.0,27.477,4.922,0,0.208172,48.0,108.17329612827301
1776051014.838395,1,6,0,2884.501504,192265.846784,205.742,29,1965,3996,6,0.0,0.0,25.935,4.287,0,0.20574199999999998,56.0,105.21504377174377
1776051014.8832588,0,6,0,3081.633792,192265.846784,213.938,37,1965,3996,6,0.0,0.0,29.741,6.326,0,0.213938,48.0,127.04162734222412
1776051014.931417,1,6,0,2884.501504,192265.846784,205.742,29,1965,3996,6,0.0,0.0,20.63,6.683,0,0.20574199999999998,56.0,124.35354927921294
1776051014.9820619,0,6,0,3081.633792,192265.846784,219.813,37,1965,3996,6,0.0,0.0,54.527,5.434,0,0.21981299999999998,48.0,148.75982071352004
1776051015.0248485,1,6,0,2884.501504,192265.846784,212.091,29,1965,3996,6,0.0,0.0,21.532,7.417,0,0.212091,56.0,144.16952377223967
1776051015.0708847,0,6,0,3081.633792,192265.846784,225.975,37,1965,3996,6,0.0,0.0,12.696,5.064,0,0.22597499999999998,48.0,168.83156235408782
1776051015.1146767,1,6,0,2884.501504,192265.846784,218.075,29,1965,3996,6,0.0,0.0,12.447,4.239,0,0.218075,56.0,163.75881999993322
1776051015.158968,0,6,0,3081.633792,192265.846784,232.106,37,1965,3996,6,0.0,0.0,18.326,3.971,0,0.232106,48.0,189.27621717357636
1776051015.2060966,1,6,0,2884.501504,192265.846784,223.616,29,1965,3996,6,0.0,0.0,23.916,4.328,0,0.223616,56.0,184.20178023552893
1776051015.2560089,0,6,0,3081.633792,192265.846784,237.846,37,1965,3996,6,0.0,0.0,25.836,4.158,0,0.237846,48.0,212.35700508832932
1776051015.3033936,1,6,0,2884.501504,192265.846784,230.575,30,1965,3996,6,0.0,0.0,24.375,4.331,0,0.230575,55.0,206.6360252199173
1776051015.352244,0,6,0,3081.633792,192265.846784,243.832,37,1965,3996,6,0.0,0.0,26.794,2.954,0,0.243832,48.0,235.82218659353256
1776051015.395655,1,6,0,2884.501504,192265.846784,235.829,30,1965,3996,6,0.0,0.0,24.478,2.731,0,0.235829,55.0,228.39391873168944
1776051015.4405103,0,6,0,3081.633792,192265.846784,250.532,37,1965,3996,6,0.0,0.0,24.426,3.163,0,0.25053200000000003,48.0,257.9357374739647
1776051015.4865463,1,6,0,2884.501504,192265.846784,242.993,30,1965,3996,6,0.0,0.0,20.267,4.997,0,0.242993,55.0,250.47988327264784
1776051015.535353,0,6,0,3081.633792,192265.846784,250.532,37,1965,3996,6,0.0,0.0,20.316,4.899,0,0.25053200000000003,48.0,281.6968618626595
1776051015.583373,1,6,0,2884.501504,192265.846784,249.001,30,1965,3996,6,0.0,0.0,19.907,5.267,0,0.249001,55.0,274.5898512485027
1776051015.6332188,0,6,0,3081.633792,192265.846784,255.499,37,1965,3996,6,0.0,0.0,19.388,5.08,0,0.255499,48.0,306.70148098921777
1776051015.6819367,1,6,0,2884.501504,192265.846784,252.198,30,1965,3996,6,0.0,0.0,20.675,5.075,0,0.25219800000000003,55.0,299.4474119756222
1776051015.7314923,0,6,0,3081.633792,192265.846784,258.907,37,1965,3996,6,0.0,0.0,20.319,7.396,0,0.258907,48.0,332.1451821188927
1776051015.78085,1,6,0,2884.501504,192265.846784,252.408,30,1965,3996,6,0.0,0.0,19.402,5.147,0,0.25240799999999997,55.0,324.4138931310177
1776051015.827678,0,6,0,3081.633792,192265.846784,259.251,37,1965,3996,6,0.0,0.0,20.106,5.291,0,0.25925099999999995,48.0,357.0814169344902
1776051015.870313,1,6,0,2884.501504,192265.846784,252.478,30,1965,3996,6,0.0,0.0,11.364,5.625,0,0.25247800000000004,55.0,347.00133131623267
1776051015.9142659,0,6,0,3081.633792,192265.846784,259.587,37,1965,3996,6,0.0,0.0,16.13,5.161,0,0.259587,48.0,379.5585116591454
1776051015.956862,1,6,0,2884.501504,192265.846784,252.235,30,1965,3996,6,0.0,0.0,11.906,4.312,0,0.252235,55.0,368.83202934265137
1776051016.00324,0,6,0,3081.633792,192265.846784,259.323,37,1965,3996,6,0.0,0.0,24.47,5.662,0,0.25932299999999997,48.0,402.6315778353214
