ts,cpu_pct,ram_used_GB,net_rx_MB,net_tx_MB,disk_read_MB,disk_write_MB,net_rx_rate_MBps,net_tx_rate_MBps,disk_r_rate_MBps,disk_w_rate_MBps
1776050857.1131227,11.1,285.051256832,20704.442169,355.433149,12161259.682304,20707822.779904,,,,
1776050857.166555,21.1,284.340432896,20704.442169,355.433149,12161259.682304,20707822.779904,0.0,0.0,0.0,0.0
1776050857.2163584,6.7,284.233224192,20704.442169,355.433149,12161259.682304,20707822.779904,0.0,0.0,0.0,0.0
1776050857.266123,6.3,284.235870208,20704.442169,355.433149,12161259.682304,20707822.779904,0.0,0.0,0.0,0.0
1776050857.3172774,6.9,284.235870208,20704.442169,355.433149,12161259.682304,20707822.779904,0.0,0.0,0.0,0.0
1776050857.3715856,6.7,284.459945984,20704.442169,355.433149,12161259.682304,20707822.779904,0.0,0.0,0.0,0.0
1776050857.42036,12.3,284.933578752,20704.442169,355.433149,12161259.682304,20707822.779904,0.0,0.0,0.0,0.0
1776050857.4761777,17.3,285.20308736,20704.442169,355.433149,12161259.682304,20707822.779904,0.0,0.0,0.0,0.0
1776050857.5449388,19.1,284.275818496,20704.44239,355.433462,12161259.682304,20707823.451648,0.0002209999984188471,0.00031300000000555883,0.0,0.6717440001666546
1776050857.7087495,7.4,284.27821056,20704.44239,355.433462,12161259.682304,20707823.451648,0.0,0.0,0.0,0.0
1776050857.7961366,10.4,285.099773952,20704.44239,355.433462,12161259.682304,20707823.607296,0.0,0.0,0.0,0.15564800053834915
1776050857.844768,16.0,285.248258048,20704.442561,355.433567,12161259.682304,20707823.607296,0.00017099999968195334,0.00010499999996227416,0.0,0.0
1776050857.89696,24.6,284.714684416,20704.442561,355.433567,12161259.682304,20707823.607296,0.0,0.0,0.0,0.0
1776050857.952533,6.9,284.276113408,20704.442561,355.433567,12161259.682304,20707823.607296,0.0,0.0,0.0,0.0
1776050858.0162082,6.4,284.277215232,20704.442561,355.433567,12161259.682304,20707823.607296,0.0,0.0,0.0,0.0
1776050858.0822868,6.4,284.27876352,20704.442561,355.433567,12161259.682304,20707823.607296,0.0,0.0,0.0,0.0
1776050858.1323364,6.4,284.640063488,20704.442561,355.433567,12161259.682304,20707823.607296,0.0,0.0,0.0,0.0
1776050858.18203,12.4,285.143760896,20704.442561,355.433567,12161259.682304,20707823.607296,0.0,0.0,0.0,0.0
1776050858.2319932,25.8,285.328408576,20704.442561,355.433567,12161259.682304,20707823.607296,0.0,0.0,0.0,0.0
1776050858.2821517,15.8,284.434317312,20704.442561,355.433567,12161259.682304,20707823.62368,0.0,0.0,0.0,0.016383998095989227
1776050858.3320513,6.9,284.392935424,20704.442732,355.433672,12161259.682304,20707823.62368,0.00017099999968195334,0.00010500000001911758,0.0,0.0
1776050858.382214,6.0,284.392390656,20704.442732,355.433672,12161259.682304,20707823.62368,0.0,0.0,0.0,0.0
1776050860.3069787,11.1,284.479848448,20704.44492,355.454959,12161259.682304,20707823.816704,0.002188000002206536,0.021286999999972522,0.0,0.19302400201559067
1776050860.385687,6.5,284.569653248,20704.44492,355.454959,12161259.682304,20707823.824896,0.0,0.0,0.0,0.008191999047994614
1776050860.4401293,12.3,285.117526016,20704.44492,355.454959,12161259.682304,20707823.824896,0.0,0.0,0.0,0.0
1776050860.4871123,6.4,285.594075136,20704.44492,355.454959,12161259.682304,20707823.824896,0.0,0.0,0.0,0.0
1776050860.5491188,28.5,285.23216896,20704.44492,355.454959,12161259.682304,20707823.824896,0.0,0.0,0.0,0.0
1776050860.6483169,6.6,284.66622464,20704.44492,355.454959,12161259.682304,20707823.824896,0.0,0.0,0.0,0.0
1776050860.6960804,6.9,284.705161216,20704.44492,355.454959,12161259.682304,20707823.824896,0.0,0.0,0.0,0.0
1776050860.7417126,6.9,284.711583744,20704.44492,355.454959,12161259.682304,20707823.824896,0.0,0.0,0.0,0.0
1776050860.8159325,6.7,285.34724608,20704.44492,355.454959,12161259.682304,20707823.824896,0.0,0.0,0.0,0.0
1776050860.859371,13.6,285.763096576,20704.44492,355.454959,12161259.682304,20707823.824896,0.0,0.0,0.0,0.0
1776050860.9102118,27.9,285.495160832,20704.44492,355.454959,12161259.682304,20707823.824896,0.0,0.0,0.0,0.0
1776050860.9615781,12.8,284.762120192,20704.44492,355.454959,12161259.682304,20707823.824896,0.0,0.0,0.0,0.0
1776050861.009341,6.9,284.781064192,20704.44492,355.454959,12161259.682304,20707823.824896,0.0,0.0,0.0,0.0
1776050861.0629423,6.4,284.791615488,20704.44492,355.454959,12161259.682304,20707823.824896,0.0,0.0,0.0,0.0
1776050861.1093814,7.0,284.841156608,20704.44492,355.454959,12161259.682304,20707823.824896,0.0,0.0,0.0,0.0
1776050861.1597023,7.4,285.13312768,20704.44492,355.454959,12161259.682304,20707823.824896,0.0,0.0,0.0,0.0
1776050861.2103736,8.7,285.638242304,20704.44492,355.454959,12161259.682304,20707823.824896,0.0,0.0,0.0,0.0
1776050861.2602017,14.4,285.961940992,20704.44492,355.454959,12161259.682304,20707823.824896,0.0,0.0,0.0,0.0
1776050861.338684,22.5,285.144895488,20704.44492,355.454959,12161259.682304,20707823.824896,0.0,0.0,0.0,0.0
1776050861.3820632,7.2,285.040492544,20704.44492,355.454959,12161259.682304,20707823.824896,0.0,0.0,0.0,0.0
