run_id,workload_label,category,gpu_utilization_pct_mean,gpu_utilization_pct_std,gpu_utilization_pct_cv,gpu_utilization_pct_p25,gpu_utilization_pct_p75,gpu_utilization_pct_iqr,gpu_utilization_pct_range,mem_utilization_pct_mean,mem_utilization_pct_std,mem_utilization_pct_cv,mem_utilization_pct_p25,mem_utilization_pct_p75,mem_utilization_pct_iqr,mem_utilization_pct_range,power_draw_w_mean,power_draw_w_std,power_draw_w_cv,power_draw_w_p25,power_draw_w_p75,power_draw_w_iqr,power_draw_w_range,temperature_c_mean,temperature_c_std,temperature_c_cv,temperature_c_p25,temperature_c_p75,temperature_c_iqr,temperature_c_range,sm_clock_mhz_mean,sm_clock_mhz_std,sm_clock_mhz_cv,sm_clock_mhz_p25,sm_clock_mhz_p75,sm_clock_mhz_iqr,sm_clock_mhz_range,mem_clock_mhz_mean,mem_clock_mhz_std,mem_clock_mhz_cv,mem_clock_mhz_p25,mem_clock_mhz_p75,mem_clock_mhz_iqr,mem_clock_mhz_range,mem_used_mb_mean,mem_used_mb_std,mem_used_mb_cv,mem_used_mb_p25,mem_used_mb_p75,mem_used_mb_iqr,mem_used_mb_range,pcie_tx_mbps_mean,pcie_tx_mbps_std,pcie_tx_mbps_cv,pcie_tx_mbps_p25,pcie_tx_mbps_p75,pcie_tx_mbps_iqr,pcie_tx_mbps_range,pcie_rx_mbps_mean,pcie_rx_mbps_std,pcie_rx_mbps_cv,pcie_rx_mbps_p25,pcie_rx_mbps_p75,pcie_rx_mbps_iqr,pcie_rx_mbps_range,mem_growth_rate,gpu_utilization_pct_fft_energy,mem_utilization_pct_fft_energy,power_draw_w_fft_energy,temperature_c_fft_energy,sm_clock_mhz_fft_energy,mem_clock_mhz_fft_energy,mem_used_mb_fft_energy,pcie_tx_mbps_fft_energy,pcie_rx_mbps_fft_energy
02de6a531a6d,nvlink_latency,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,121.35722222222222,0.8086006087336576,0.006662978881028874,120.936,120.992,0.055999999999997385,1.9029999999999916,42.0,0.0,0.0,42.0,42.0,0.0,0,1980.0,0.0,0.0,1980.0,1980.0,0.0,0,2619.0,0.0,0.0,2619.0,2619.0,0.0,0,9109.0,47.43416490252569,0.005207395422386703,9069.0,9159.0,90.0,90,0.7418619791666666,0.779120021246614,1.0502223352537583,0.474609375,0.494140625,0.01953125,2.345703125,2.098415798611111,5.036959016062961,2.4003627007557014,0.4140625,0.435546875,0.021484375,15.125,14.99999999999994,,,,,,,,,
04615f74aca3,bert_sst2,ml_training,77.83076923076923,40.72375275513713,0.5232346173255392,99.0,100.0,1.0,100,12.461538461538462,6.731634559759899,0.5401928967275073,15.0,15.0,0.0,19,41.90696923076923,0.8882977747008391,0.021196898534657813,41.95,42.404,0.4540000000000006,4.040999999999997,52.261538461538464,3.906232692269349,0.07474392846412992,51.0,55.0,4.0,12,1102.8461538461538,317.23656545476985,0.28765260172339185,1185.0,1215.0,30.0,1200,1215.0,0.0,0.0,1215.0,1215.0,0.0,0,4270.092307692307,1761.2362554740218,0.4124585907196552,5139.0,5139.0,0.0,4621,1.7563701923076922,1.1222001455664286,0.6389314450008059,1.4775390625,1.9541015625,0.4765625,4.8154296875,8.663191105769231,7.869392786978958,0.9083711406100673,7.056640625,8.677734375,1.62109375,32.90234375,43.568050699300734,2225.754543323329,412.2414564316384,66.40775414776293,124.784822203479,25980.61820257803,0.0,105569.50955318421,177.1789020239924,1277.0914822703446
0a0cf0b8d0a5,rendering_proxy,rendering,80.31353135313532,8.510802959360824,0.10596972659355745,80.0,83.0,3.0,87,38.32343234323432,4.176796839195182,0.1089880677095347,38.0,39.0,1.0,41,43.742100660066015,0.35207827562184596,0.008048956732780416,43.769,43.798,0.029000000000003467,4.2649999999999935,58.65511551155115,2.0372234961858964,0.03473223909600803,58.0,60.0,2.0,14,1395.1237623762377,97.55664358281008,0.06992687402627082,1395.0,1410.0,15.0,1200,1215.0,0.0,0.0,1215.0,1215.0,0.0,0,1156.6072607260726,63.91358484203503,0.055259539700500696,1163.0,1163.0,0.0,645,19.557783170895213,2.1751944413230153,0.11121886474581627,19.263671875,20.07421875,0.810546875,26.4169921875,126.77603522070957,13.877383467617083,0.10946377557357678,126.5166015625,130.7958984375,4.279296875,147.5810546875,0.02093201981572897,17592.054424870104,8822.798425711306,970.7671584795751,1693.2858617716956,272787.17494569276,0.0,141472.85164871957,5370.965959084735,37933.535265153594
0a3f56331a37,pytorch_resnet_cifar10_amp,ml_training,76.53191489361703,38.94078618700661,0.5088176121115918,92.5,97.0,4.5,98,35.148936170212764,17.990309859578943,0.5118308495013041,43.0,45.0,2.0,45,42.98270212765958,1.5299348084277482,0.035594197960105295,43.357,43.769,0.41199999999999903,4.645999999999994,48.93617021276596,3.0460541497880924,0.06224545436396296,48.0,51.0,3.0,10,1020.0,329.31747600150226,0.3228602705893916,1110.0,1140.0,30.0,1200,1215.0,0.0,0.0,1215.0,1215.0,0.0,0,2516.851063829787,914.9171732225489,0.36351661263181545,2926.0,2927.0,1.0,2409,15.576878324468085,13.644200574311036,0.875926503964717,5.74560546875,32.185546875,26.43994140625,35.810546875,148.23796958111703,159.49164637491538,1.0759162907082611,27.203125,342.0107421875,314.8076171875,349.759765625,21.735892691951914,2093.167746612084,978.9562828137961,79.18084806196808,77.44551715964158,17112.319313703003,0.0,40057.98886393821,1463.9321936019212,16717.00750501874
0ec365ea9cda,gpt2_wikitext2,ml_training,81.1470588235294,38.928905648490904,0.47973279885189557,99.0,100.0,1.0,100,18.029411764705884,8.946707382313868,0.49622846815954275,19.0,23.0,4.0,25,41.90550000000001,0.8692935573722432,0.020744139966150002,41.97025,42.404,0.4337500000000034,4.067,52.61029411764706,5.174256495693308,0.09835064757525008,50.0,57.0,7.0,17,1026.1764705882354,271.2100697997482,0.2642918421663071,1080.0,1125.0,45.0,1200,1215.0,0.0,0.0,1215.0,1215.0,0.0,0,8940.33088235294,3834.6924953834728,0.4289206457618064,10751.0,10751.0,0.0,10233,1.9615047679227942,1.2391006772720834,0.6317092351259305,1.19140625,2.193359375,1.001953125,8.2021484375,8.228407915900736,6.8393392884093505,0.8311862218645836,3.372802734375,9.738525390625,6.36572265625,34.1416015625,54.614023662993176,5372.543113077883,1542.8931183230718,183.64676266796965,399.4174749539245,63268.69588661451,0.0,509205.95420114306,678.630143656965,3469.187596666535
0f4d8760e925,nvlink_bandwidth,unknown,45.611111111111114,48.76973373009715,1.0692511658008552,0.0,99.5,99.5,100,2.7222222222222223,2.9665895561690436,1.0897675916617748,0.0,5.0,5.0,9,122.53088888888891,37.121572709915135,0.30295685476724193,76.76975,157.108,80.33825,88.45299999999999,42.22222222222222,0.8782037520219095,0.02079956254739471,41.25,43.0,1.75,2,1525.8333333333333,753.5528593036497,0.49386315191905356,753.75,1980.0,1226.25,1635,2619.0,0.0,0.0,2619.0,2619.0,0.0,0,5402.555555555556,3970.473526689706,0.7349250712666996,584.5,9051.5,8467.0,8616,5.760416666666667,10.604714444750389,1.8409630859300268,0.572509765625,3.7568359375,3.184326171875,35.083984375,6.564670138888889,12.667267172488392,1.9296121362623093,0.5048828125,2.795654296875,2.290771484375,34.6005859375,684.5036119711042,575.735371802001,44.214017558116126,370.0374245949773,9.666814543603305,13857.690856967094,0.0,51359.38185181267,359.1017679702315,386.7833174208971
13bf1043b834,pytorch_mlp_cifar10,ml_training,6.24,3.3118950237965947,0.5307524075746541,4.0,9.0,5.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0,40.09681333333332,0.26632898236362956,0.006642148345878214,40.087,40.14,0.05299999999999727,1.4909999999999997,31.0,0.6575959492214292,0.02121277255484569,31.0,31.0,0.0,2,1014.0,254.48676490834157,0.2509731409350006,1095.0,1095.0,0.0,885,1215.0,0.0,0.0,1215.0,1215.0,0.0,0,1040.56,182.37177946696124,0.17526310781385598,1105.0,1105.0,0.0,587,16.2201953125,21.412465328688576,1.320111436072972,0.50048828125,28.6337890625,28.13330078125,56.6005859375,168.6719921875,214.41133078049302,1.2711732872691566,0.28515625,323.2001953125,322.9150390625,645.828125,2.3585206258890326,564.1065737500702,0.0,46.7902897733408,56.43602061018749,21861.220227407906,0.0,13840.253580835864,4759.0730904679685,46228.59847345013
172e990deec1,bert_sst2,ml_training,78.04615384615384,39.54207836644986,0.5066499297824381,98.0,99.0,1.0,100,12.584615384615384,6.60939744722502,0.5251966186252917,15.0,15.0,0.0,19,41.852784615384614,0.8412520893790497,0.020100265659497234,41.977,42.404,0.4270000000000067,4.067,51.92307692307692,4.258475711403716,0.08201508777360314,51.0,55.0,4.0,13,1103.5384615384614,317.4787432314897,0.2876915977976876,1185.0,1215.0,30.0,1200,1215.0,0.0,0.0,1215.0,1215.0,0.0,0,4270.092307692307,1761.2362554740218,0.4124585907196552,5139.0,5139.0,0.0,4621,1.7688401442307693,1.1615061336820736,0.6566484466184135,1.4775390625,1.9541015625,0.4765625,4.8642578125,8.675676081730769,8.055415476958833,0.9285057902280854,7.056640625,8.53515625,1.478515625,32.7119140625,43.568050699300734,2269.7711326048016,395.747118770823,56.83172734903913,137.2473122615763,25748.586561582706,0.0,105569.50955318421,193.35214715339765,1326.5867253558743
17de3f9f3997,mining_ethash_proxy,crypto_mining,38.636963696369634,4.112494972380322,0.10643939323473021,39.0,40.0,1.0,42,0.0016501650165016502,0.040622223185119384,24.617052332248633,0.0,0.0,0.0,1,40.38368811881188,0.2664827535531109,0.0065987720775403085,40.114,40.626,0.5120000000000005,1.516999999999996,31.551155115511552,0.5205118133147744,0.01649739324575083,31.0,32.0,1.0,2,1135.3217821782177,79.59258087102812,0.07010574633585594,1125.0,1155.0,30.0,975,1215.0,0.0,0.0,1215.0,1215.0,0.0,0,2029.881188118812,151.31301608127052,0.07454279440927525,2045.0,2045.0,0.0,1527,15.657555306311881,12.899139473970202,0.8238284470849971,14.841064453125,15.7353515625,0.894287109375,327.396484375,104.35673376908004,88.39408134177471,0.8470376385727592,100.338134765625,105.0947265625,4.756591796875,2260.064453125,0.04940317305655527,8979.479475577948,243.0,1307.4185791435139,463.9191241093513,230906.34751323552,0.0,335638.5533121539,76239.47632150297,525909.247117179
184fc886a3ca,mining_ethash_proxy,crypto_mining,39.1056105610561,4.049536433849974,0.10355384753356112,39.0,40.0,1.0,42,0.0,0.0,0.0,0.0,0.0,0.0,0,40.6019092409241,0.21275815629838898,0.005240102258016538,40.679,40.706,0.027000000000001023,1.841000000000001,32.90594059405941,0.3139685036090236,0.009541392767729112,33.0,33.0,0.0,2,1161.3861386138615,80.20722792149206,0.06906163699969073,1170.0,1170.0,0.0,990,1215.0,0.0,0.0,1215.0,1215.0,0.0,0,2029.881188118812,151.31301608127052,0.07454279440927525,2045.0,2045.0,0.0,1527,15.80739963644802,2.2715886037648185,0.14370412944981686,15.591796875,16.1640625,0.572265625,54.5029296875,104.68918239480197,11.08762962428292,0.10590998392139064,105.619140625,107.240234375,1.62109375,126.93359375,0.04940317305655527,9967.644760612597,0.0,1019.1832972790482,481.0521103225205,227440.749625767,0.0,335638.5533121539,10216.344140165584,29275.721000509417
