run_id,workload_label,category,gpu_utilization_pct_mean,gpu_utilization_pct_std,gpu_utilization_pct_min,gpu_utilization_pct_max,gpu_utilization_pct_cv,gpu_utilization_pct_p25,gpu_utilization_pct_p75,mem_utilization_pct_mean,mem_utilization_pct_std,mem_utilization_pct_min,mem_utilization_pct_max,mem_utilization_pct_cv,mem_utilization_pct_p25,mem_utilization_pct_p75,power_draw_w_mean,power_draw_w_std,power_draw_w_min,power_draw_w_max,power_draw_w_cv,power_draw_w_p25,power_draw_w_p75,temperature_c_mean,temperature_c_std,temperature_c_min,temperature_c_max,temperature_c_cv,temperature_c_p25,temperature_c_p75,sm_clock_mhz_mean,sm_clock_mhz_std,sm_clock_mhz_min,sm_clock_mhz_max,sm_clock_mhz_cv,sm_clock_mhz_p25,sm_clock_mhz_p75,mem_clock_mhz_mean,mem_clock_mhz_std,mem_clock_mhz_min,mem_clock_mhz_max,mem_clock_mhz_cv,mem_clock_mhz_p25,mem_clock_mhz_p75,mem_used_mb_mean,mem_used_mb_std,mem_used_mb_min,mem_used_mb_max,mem_used_mb_cv,mem_used_mb_p25,mem_used_mb_p75,pcie_tx_mbps_mean,pcie_tx_mbps_std,pcie_tx_mbps_min,pcie_tx_mbps_max,pcie_tx_mbps_cv,pcie_tx_mbps_p25,pcie_tx_mbps_p75,pcie_rx_mbps_mean,pcie_rx_mbps_std,pcie_rx_mbps_min,pcie_rx_mbps_max,pcie_rx_mbps_cv,pcie_rx_mbps_p25,pcie_rx_mbps_p75,mem_growth_rate,gpu_utilization_pct_fft_energy,gpu_utilization_pct_fft_peak,mem_utilization_pct_fft_energy,mem_utilization_pct_fft_peak,power_draw_w_fft_energy,power_draw_w_fft_peak,temperature_c_fft_energy,temperature_c_fft_peak,sm_clock_mhz_fft_energy,sm_clock_mhz_fft_peak,mem_clock_mhz_fft_energy,mem_clock_mhz_fft_peak,mem_used_mb_fft_energy,mem_used_mb_fft_peak,pcie_tx_mbps_fft_energy,pcie_tx_mbps_fft_peak,pcie_rx_mbps_fft_energy,pcie_rx_mbps_fft_peak
02de6a531a6d,nvlink_latency,unknown,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,121.35722222222222,0.8086006087336576,120.903,122.806,0.006662978881028874,120.936,120.992,42.0,0.0,42,42,0.0,42.0,42.0,1980.0,0.0,1980,1980,0.0,1980.0,1980.0,2619.0,0.0,2619,2619,0.0,2619.0,2619.0,9109.0,47.43416490252569,9069,9159,0.005207395422386703,9069.0,9159.0,0.7418619791666666,0.779120021246614,0.4736328125,2.8193359375,1.0502223352537583,0.474609375,0.494140625,2.098415798611111,5.036959016062961,0.4052734375,15.5302734375,2.4003627007557014,0.4140625,0.435546875,14.99999999999994,,,,,,,,,,,,,,,,,,
04615f74aca3,bert_sst2,ml_training,77.83076923076923,40.72375275513713,0,100,0.5232346173255392,99.0,100.0,12.461538461538462,6.731634559759899,0,19,0.5401928967275073,15.0,15.0,41.90696923076923,0.8882977747008391,39.7,43.741,0.021196898534657813,41.95,42.404,52.261538461538464,3.906232692269349,44,56,0.07474392846412992,51.0,55.0,1102.8461538461538,317.23656545476985,210,1410,0.28765260172339185,1185.0,1215.0,1215.0,0.0,1215,1215,0.0,1215.0,1215.0,4270.092307692307,1761.2362554740218,518,5139,0.4124585907196552,5139.0,5139.0,1.7563701923076922,1.1222001455664286,0.23828125,5.0537109375,0.6389314450008059,1.4775390625,1.9541015625,8.663191105769231,7.869392786978958,0.28515625,33.1875,0.9083711406100673,7.056640625,8.677734375,43.568050699300734,2225.754543323329,0.015384615384615385,412.2414564316384,0.015384615384615385,66.40775414776293,0.03076923076923077,124.784822203479,0.015384615384615385,25980.61820257803,0.015384615384615385,0.0,0.0,105569.50955318421,0.015384615384615385,177.1789020239924,0.015384615384615385,1277.0914822703446,0.015384615384615385
0a0cf0b8d0a5,rendering_proxy,rendering,80.31353135313532,8.510802959360824,0,87,0.10596972659355745,80.0,83.0,38.32343234323432,4.176796839195182,0,41,0.1089880677095347,38.0,39.0,43.742100660066015,0.35207827562184596,40.087,44.352,0.008048956732780416,43.769,43.798,58.65511551155115,2.0372234961858964,46,60,0.03473223909600803,58.0,60.0,1395.1237623762377,97.55664358281008,210,1410,0.06992687402627082,1395.0,1410.0,1215.0,0.0,1215,1215,0.0,1215.0,1215.0,1156.6072607260726,63.91358484203503,518,1163,0.055259539700500696,1163.0,1163.0,19.557783170895213,2.1751944413230153,0.28515625,26.7021484375,0.11121886474581627,19.263671875,20.07421875,126.77603522070957,13.877383467617083,0.23828125,147.8193359375,0.10946377557357678,126.5166015625,130.7958984375,0.02093201981572897,17592.054424870104,0.013201320132013201,8822.798425711306,0.013201320132013201,970.7671584795751,0.0016501650165016502,1693.2858617716956,0.0016501650165016502,272787.17494569276,0.019801980198019802,0.0,0.0,141472.85164871957,0.0016501650165016502,5370.965959084735,0.013201320132013201,37933.535265153594,0.013201320132013201
0a3f56331a37,pytorch_resnet_cifar10_amp,ml_training,76.53191489361703,38.94078618700661,0,98,0.5088176121115918,92.5,97.0,35.148936170212764,17.990309859578943,0,45,0.5118308495013041,43.0,45.0,42.98270212765958,1.5299348084277482,39.648,44.294,0.035594197960105295,43.357,43.769,48.93617021276596,3.0460541497880924,42,52,0.06224545436396296,48.0,51.0,1020.0,329.31747600150226,210,1410,0.3228602705893916,1110.0,1140.0,1215.0,0.0,1215,1215,0.0,1215.0,1215.0,2516.851063829787,914.9171732225489,518,2927,0.36351661263181545,2926.0,2927.0,15.576878324468085,13.644200574311036,0.380859375,36.19140625,0.875926503964717,5.74560546875,32.185546875,148.23796958111703,159.49164637491538,0.23828125,349.998046875,1.0759162907082611,27.203125,342.0107421875,21.735892691951914,2093.167746612084,0.0425531914893617,978.9562828137961,0.0425531914893617,79.18084806196808,0.0425531914893617,77.44551715964158,0.02127659574468085,17112.319313703003,0.02127659574468085,0.0,0.0,40057.98886393821,0.02127659574468085,1463.9321936019212,0.06382978723404255,16717.00750501874,0.02127659574468085
0ec365ea9cda,gpt2_wikitext2,ml_training,81.1470588235294,38.928905648490904,0,100,0.47973279885189557,99.0,100.0,18.029411764705884,8.946707382313868,0,25,0.49622846815954275,19.0,23.0,41.90550000000001,0.8692935573722432,39.674,43.741,0.020744139966150002,41.97025,42.404,52.61029411764706,5.174256495693308,41,58,0.09835064757525008,50.0,57.0,1026.1764705882354,271.2100697997482,210,1410,0.2642918421663071,1080.0,1125.0,1215.0,0.0,1215,1215,0.0,1215.0,1215.0,8940.33088235294,3834.6924953834728,518,10751,0.4289206457618064,10751.0,10751.0,1.9615047679227942,1.2391006772720834,0.28515625,8.4873046875,0.6317092351259305,1.19140625,2.193359375,8.228407915900736,6.8393392884093505,0.23828125,34.3798828125,0.8311862218645836,3.372802734375,9.738525390625,54.614023662993176,5372.543113077883,0.007352941176470588,1542.8931183230718,0.007352941176470588,183.64676266796965,0.007352941176470588,399.4174749539245,0.007352941176470588,63268.69588661451,0.007352941176470588,0.0,0.0,509205.95420114306,0.007352941176470588,678.630143656965,0.3676470588235294,3469.187596666535,0.3676470588235294
0f4d8760e925,nvlink_bandwidth,unknown,45.611111111111114,48.76973373009715,0,100,1.0692511658008552,0.0,99.5,2.7222222222222223,2.9665895561690436,0,9,1.0897675916617748,0.0,5.0,122.53088888888891,37.121572709915135,70.736,159.189,0.30295685476724193,76.76975,157.108,42.22222222222222,0.8782037520219095,41,43,0.02079956254739471,41.25,43.0,1525.8333333333333,753.5528593036497,345,1980,0.49386315191905356,753.75,1980.0,2619.0,0.0,2619,2619,0.0,2619.0,2619.0,5402.555555555556,3970.473526689706,453,9069,0.7349250712666996,584.5,9051.5,5.760416666666667,10.604714444750389,0.4541015625,35.5380859375,1.8409630859300268,0.572509765625,3.7568359375,6.564670138888889,12.667267172488392,0.4072265625,35.0078125,1.9296121362623093,0.5048828125,2.795654296875,684.5036119711042,575.735371802001,0.05555555555555555,44.214017558116126,0.05555555555555555,370.0374245949773,0.05555555555555555,9.666814543603305,0.05555555555555555,13857.690856967094,0.05555555555555555,0.0,0.0,51359.38185181267,0.05555555555555555,359.1017679702315,0.16666666666666666,386.7833174208971,0.1111111111111111
13bf1043b834,pytorch_mlp_cifar10,ml_training,6.24,3.3118950237965947,0,11,0.5307524075746541,4.0,9.0,0.0,0.0,0,0,0.0,0.0,0.0,40.09681333333332,0.26632898236362956,39.162,40.653,0.006642148345878214,40.087,40.14,31.0,0.6575959492214292,30,32,0.02121277255484569,31.0,31.0,1014.0,254.48676490834157,210,1095,0.2509731409350006,1095.0,1095.0,1215.0,0.0,1215,1215,0.0,1215.0,1215.0,1040.56,182.37177946696124,518,1105,0.17526310781385598,1105.0,1105.0,16.2201953125,21.412465328688576,0.28515625,56.8857421875,1.320111436072972,0.50048828125,28.6337890625,168.6719921875,214.41133078049302,0.23828125,646.06640625,1.2711732872691566,0.28515625,323.2001953125,2.3585206258890326,564.1065737500702,0.013333333333333334,0.0,0.0,46.7902897733408,0.02666666666666667,56.43602061018749,0.02666666666666667,21861.220227407906,0.013333333333333334,0.0,0.0,13840.253580835864,0.013333333333333334,4759.0730904679685,0.18666666666666668,46228.59847345013,0.013333333333333334
172e990deec1,bert_sst2,ml_training,78.04615384615384,39.54207836644986,0,100,0.5066499297824381,98.0,99.0,12.584615384615384,6.60939744722502,0,19,0.5251966186252917,15.0,15.0,41.852784615384614,0.8412520893790497,39.674,43.741,0.020100265659497234,41.977,42.404,51.92307692307692,4.258475711403716,43,56,0.08201508777360314,51.0,55.0,1103.5384615384614,317.4787432314897,210,1410,0.2876915977976876,1185.0,1215.0,1215.0,0.0,1215,1215,0.0,1215.0,1215.0,4270.092307692307,1761.2362554740218,518,5139,0.4124585907196552,5139.0,5139.0,1.7688401442307693,1.1615061336820736,0.28515625,5.1494140625,0.6566484466184135,1.4775390625,1.9541015625,8.675676081730769,8.055415476958833,0.28515625,32.9970703125,0.9285057902280854,7.056640625,8.53515625,43.568050699300734,2269.7711326048016,0.015384615384615385,395.747118770823,0.015384615384615385,56.83172734903913,0.03076923076923077,137.2473122615763,0.015384615384615385,25748.586561582706,0.015384615384615385,0.0,0.0,105569.50955318421,0.015384615384615385,193.35214715339765,0.015384615384615385,1326.5867253558743,0.1076923076923077
17de3f9f3997,mining_ethash_proxy,crypto_mining,38.636963696369634,4.112494972380322,0,42,0.10643939323473021,39.0,40.0,0.0016501650165016502,0.040622223185119384,0,1,24.617052332248633,0.0,0.0,40.38368811881188,0.2664827535531109,39.136,40.653,0.0065987720775403085,40.114,40.626,31.551155115511552,0.5205118133147744,30,32,0.01649739324575083,31.0,32.0,1135.3217821782177,79.59258087102812,210,1185,0.07010574633585594,1125.0,1155.0,1215.0,0.0,1215,1215,0.0,1215.0,1215.0,2029.881188118812,151.31301608127052,518,2045,0.07454279440927525,2045.0,2045.0,15.657555306311881,12.899139473970202,0.28515625,327.681640625,0.8238284470849971,14.841064453125,15.7353515625,104.35673376908004,88.39408134177471,0.23828125,2260.302734375,0.8470376385727592,100.338134765625,105.0947265625,0.04940317305655527,8979.479475577948,0.0016501650165016502,243.0,0.009900990099009901,1307.4185791435139,0.04785478547854786,463.9191241093513,0.0016501650165016502,230906.34751323552,0.0016501650165016502,0.0,0.0,335638.5533121539,0.0016501650165016502,76239.47632150297,0.0016501650165016502,525909.247117179,0.03135313531353135
184fc886a3ca,mining_ethash_proxy,crypto_mining,39.1056105610561,4.049536433849974,0,42,0.10355384753356112,39.0,40.0,0.0,0.0,0,0,0.0,0.0,0.0,40.6019092409241,0.21275815629838898,39.239,41.08,0.005240102258016538,40.679,40.706,32.90594059405941,0.3139685036090236,31,33,0.009541392767729112,33.0,33.0,1161.3861386138615,80.20722792149206,210,1200,0.06906163699969073,1170.0,1170.0,1215.0,0.0,1215,1215,0.0,1215.0,1215.0,2029.881188118812,151.31301608127052,518,2045,0.07454279440927525,2045.0,2045.0,15.80739963644802,2.2715886037648185,0.28515625,54.7880859375,0.14370412944981686,15.591796875,16.1640625,104.68918239480197,11.08762962428292,0.23828125,127.171875,0.10590998392139064,105.619140625,107.240234375,0.04940317305655527,9967.644760612597,0.01485148514851485,0.0,0.0,1019.1832972790482,0.0016501650165016502,481.0521103225205,0.0016501650165016502,227440.749625767,0.0033003300330033004,0.0,0.0,335638.5533121539,0.0016501650165016502,10216.344140165584,0.03135313531353135,29275.721000509417,0.011551155115511552
