phase,arithmetic_intensity,achieved_tflops,time_ms,bottleneck
forward,2432.39244895436,3.9659127319249454,9.484910302691988,memory
backward_allreduce,4100.637255759575,2.45328696086047,15.333031614621481,communication (NVLink)
