rank,throughput_imgs_sec,step_time_ms,forward_ms,backward_allreduce_ms,allreduce_bytes,total_time_sec
0,19432.11256534682,26.291390260060627,9.487801127963595,15.317981441815695,9173288,3.7941319942474365
1,19436.61332422547,26.318745480643376,9.482019477420382,15.348081787427267,9173288,3.7932534217834473
