ts,gpu_idx,gpu_util,mem_util,mem_used_mb,mem_total_mb,power_w,temp_c,sm_clock_mhz,mem_clock_mhz,gr_engine_active,nvlink_rx_mb,nvlink_tx_mb,pcie_rx_mb,pcie_tx_mb,ecc_errors
1776047491.225306,0,99,11,2966.290432,192265.846784,380.218,44,1965,3996,99,0.0,0.0,2.06,1.612,0
1776047491.2681353,1,0,13,2899.181568,192265.846784,345.56,36,1965,3996,0,0.0,0.0,18.278,10.443,0
1776047491.3109045,0,99,11,2966.290432,192265.846784,380.191,44,1965,3996,99,0.0,0.0,2.058,1.515,0
1776047491.353726,1,0,13,2899.181568,192265.846784,345.491,36,1965,3996,0,0.0,0.0,18.239,8.976,0
1776047491.39667,0,99,11,2966.290432,192265.846784,380.201,44,1965,3996,99,0.0,0.0,2.173,1.506,0
1776047491.43945,1,0,13,2899.181568,192265.846784,345.401,36,1965,3996,0,0.0,0.0,18.384,8.868,0
1776047491.4823928,0,99,11,2966.290432,192265.846784,380.168,44,1965,3996,99,0.0,0.0,2.033,1.514,0
1776047491.52533,1,0,13,2899.181568,192265.846784,345.406,36,1965,3996,0,0.0,0.0,18.115,8.932,0
1776047491.568153,0,99,11,2966.290432,192265.846784,380.051,44,1965,3996,99,0.0,0.0,2.095,1.518,0
1776047491.610939,1,0,13,2899.181568,192265.846784,345.4,36,1965,3996,0,0.0,0.0,18.272,8.784,0
1776047491.653849,0,99,11,2966.290432,192265.846784,380.051,44,1965,3996,99,0.0,0.0,2.135,2.949,0
1776047491.6965976,1,0,13,2899.181568,192265.846784,345.381,36,1965,3996,0,0.0,0.0,18.362,8.875,0
1776047491.7394612,0,99,11,2966.290432,192265.846784,379.997,44,1965,3996,99,0.0,0.0,2.173,2.922,0
1776047491.782335,1,0,13,2899.181568,192265.846784,345.381,36,1965,3996,0,0.0,0.0,18.387,8.813,0
1776047491.8252091,0,99,11,2966.290432,192265.846784,379.933,44,1965,3996,99,0.0,0.0,2.073,1.614,0
1776047491.868123,1,0,13,2899.181568,192265.846784,345.361,36,1965,3996,0,0.0,0.0,18.179,10.269,0
1776047491.9111447,0,99,11,2966.290432,192265.846784,379.809,44,1965,3996,99,0.0,0.0,2.12,1.541,0
1776047491.9544952,1,0,13,2899.181568,192265.846784,345.326,36,1965,3996,0,0.0,0.0,18.191,8.96,0
1776047491.9973953,0,99,11,2966.290432,192265.846784,379.754,44,1965,3996,99,0.0,0.0,2.068,1.475,0
1776047492.0401256,1,0,13,2899.181568,192265.846784,345.287,36,1965,3996,0,0.0,0.0,18.37,8.837,0
1776047492.0829904,0,99,11,2966.290432,192265.846784,379.703,44,1965,3996,99,0.0,0.0,2.064,1.555,0
1776047492.125831,1,0,13,2899.181568,192265.846784,345.214,36,1965,3996,0,0.0,0.0,18.225,8.879,0
1776047492.1687102,0,99,11,2966.290432,192265.846784,379.729,44,1965,3996,99,0.0,0.0,2.069,1.541,0
1776047492.2115333,1,0,13,2899.181568,192265.846784,345.142,36,1965,3996,0,0.0,0.0,18.278,8.842,0
1776047492.254497,0,99,11,2966.290432,192265.846784,379.729,44,1965,3996,99,0.0,0.0,2.073,2.928,0
1776047492.2972732,1,0,13,2899.181568,192265.846784,345.031,36,1965,3996,0,0.0,0.0,18.265,8.863,0
1776047492.3402154,0,99,11,2966.290432,192265.846784,379.772,43,1965,3996,99,0.0,0.0,2.129,2.939,0
1776047492.383006,1,0,13,2899.181568,192265.846784,345.031,36,1965,3996,0,0.0,0.0,18.309,8.75,0
1776047492.4259064,0,99,11,2966.290432,192265.846784,379.758,43,1965,3996,99,0.0,0.0,2.02,1.614,0
1776047492.4687421,1,0,13,2899.181568,192265.846784,344.981,36,1965,3996,0,0.0,0.0,18.243,10.378,0
1776047492.5118656,0,99,11,2966.290432,192265.846784,379.703,43,1965,3996,99,0.0,0.0,2.102,1.573,0
1776047492.5670192,1,0,13,2899.181568,192265.846784,344.989,36,1965,3996,0,0.0,0.0,37.727,10.384,0
1776047492.6100416,0,99,11,2966.290432,192265.846784,379.755,43,1965,3996,99,0.0,0.0,2.057,1.507,0
1776047492.654162,1,0,13,2899.181568,192265.846784,344.83,36,1965,3996,0,0.0,0.0,18.391,10.533,0
1776047492.6974318,0,99,11,2966.290432,192265.846784,379.736,43,1965,3996,99,0.0,0.0,2.356,1.492,0
1776047492.7402468,1,0,13,2899.181568,192265.846784,344.796,36,1965,3996,0,0.0,0.0,18.518,8.806,0
1776047492.7830932,0,99,11,2966.290432,192265.846784,379.659,43,1965,3996,99,0.0,0.0,2.066,1.549,0
1776047492.8258958,1,0,13,2899.181568,192265.846784,344.755,36,1965,3996,0,0.0,0.0,18.333,8.862,0
1776047492.8687444,0,99,11,2966.290432,192265.846784,379.616,43,1965,3996,99,0.0,0.0,2.075,1.525,0
1776047492.9115677,1,0,13,2899.181568,192265.846784,344.785,36,1965,3996,0,0.0,0.0,18.333,8.916,0
1776047492.954503,0,99,11,2966.290432,192265.846784,379.616,43,1965,3996,99,0.0,0.0,2.101,2.904,0
1776047492.9972858,1,0,13,2899.181568,192265.846784,344.776,36,1965,3996,0,0.0,0.0,18.207,8.747,0
1776047493.0403776,0,99,11,2966.290432,192265.846784,379.532,43,1965,3996,99,0.0,0.0,2.089,3.052,0
1776047493.0832503,1,0,13,2899.181568,192265.846784,344.776,36,1965,3996,0,0.0,0.0,18.318,8.841,0
1776047493.126093,0,99,11,2966.290432,192265.846784,379.483,43,1965,3996,99,0.0,0.0,2.063,1.62,0
1776047493.1689484,1,0,13,2899.181568,192265.846784,344.753,36,1965,3996,0,0.0,0.0,18.429,10.404,0
1776047493.2118454,0,99,11,2966.290432,192265.846784,379.418,43,1965,3996,99,0.0,0.0,2.104,1.507,0
1776047493.2545948,1,0,13,2899.181568,192265.846784,344.724,36,1965,3996,0,0.0,0.0,18.397,9.037,0
1776047493.297987,0,99,11,2966.290432,192265.846784,379.371,43,1965,3996,99,0.0,0.0,2.737,1.51,0
1776047493.34078,1,0,13,2899.181568,192265.846784,344.678,36,1965,3996,0,0.0,0.0,18.1,8.772,0
1776047493.3839293,0,99,11,2966.290432,192265.846784,379.24,43,1965,3996,99,0.0,0.0,2.021,1.596,0
1776047493.4268463,1,0,13,2899.181568,192265.846784,344.723,36,1965,3996,0,0.0,0.0,18.287,8.93,0
1776047493.469717,0,99,11,2966.290432,192265.846784,379.174,43,1965,3996,99,0.0,0.0,2.064,1.53,0
1776047493.5124822,1,0,13,2899.181568,192265.846784,344.654,36,1965,3996,0,0.0,0.0,18.245,8.87,0
1776047493.5553901,0,99,11,2966.290432,192265.846784,379.174,43,1965,3996,99,0.0,0.0,2.138,2.908,0
1776047493.5980928,1,0,13,2899.181568,192265.846784,344.683,36,1965,3996,0,0.0,0.0,18.243,8.867,0
1776047493.6409986,0,99,11,2966.290432,192265.846784,379.319,43,1965,3996,99,0.0,0.0,2.124,2.93,0
