ts,gpu_idx,gpu_util,mem_util,mem_used_mb,mem_total_mb,power_w,temp_c,sm_clock_mhz,mem_clock_mhz,gr_engine_active,nvlink_rx_mb,nvlink_tx_mb,pcie_rx_mb,pcie_tx_mb,ecc_errors
1776047433.773222,0,0,0,755.826688,192265.846784,150.32,31,810,3996,0,0.0,0.0,12.685,19.631,0
1776047433.833275,0,0,0,777.388032,192265.846784,151.658,32,1965,3996,0,0.0,0.0,23.836,22.536,0
1776047433.8793356,0,0,0,777.91232,192265.846784,156.858,32,1965,3996,0,0.0,0.0,24.366,21.137,0
1776047433.9780993,0,0,0,778.698752,192265.846784,161.187,32,1965,3996,0,0.0,0.0,35.87,21.478,0
1776047434.0217364,0,0,0,793.64096,192265.846784,161.187,32,1965,3996,0,0.0,0.0,24.506,14.488,0
1776047434.0701756,0,0,0,1808.662528,192265.846784,161.187,32,1965,3996,0,0.0,0.0,1.009,0.628,0
1776047434.1203966,0,0,0,1898.840064,192265.846784,165.889,32,1965,3996,0,0.0,0.0,0.737,2.124,0
1776047434.1711264,0,0,0,1898.840064,192265.846784,165.889,32,1965,3996,0,0.0,0.0,0.713,1.922,0
1776047434.2214293,0,0,0,1898.840064,192265.846784,170.187,32,1965,3996,0,0.0,0.0,6.8,3.132,0
1776047434.2716122,0,0,0,1898.840064,192265.846784,170.187,32,1965,3996,0,0.0,0.0,6.932,1.648,0
1776047434.3503377,0,0,0,1898.840064,192265.846784,233.993,44,1965,3996,0,0.0,0.0,6.46,1.667,0
1776047434.393649,0,0,0,1898.840064,192265.846784,363.756,44,1560,3996,0,0.0,0.0,5.807,1.582,0
1776047434.4437375,0,100,23,1898.840064,192265.846784,363.756,45,1560,3996,100,0.0,0.0,6.121,1.551,0
1776047434.4938045,0,100,23,1898.840064,192265.846784,423.627,45,1282,3996,100,0.0,0.0,6.066,1.627,0
1776047434.5438895,0,100,23,1898.840064,192265.846784,423.627,46,1282,3996,100,0.0,0.0,6.104,1.625,0
1776047434.5939407,0,100,23,1898.840064,192265.846784,526.794,46,1410,3996,100,0.0,0.0,6.247,1.627,0
1776047434.64396,0,100,20,1898.840064,192265.846784,526.794,47,1410,3996,100,0.0,0.0,6.306,1.633,0
1776047434.6940708,0,100,20,1898.840064,192265.846784,617.684,47,1417,3996,100,0.0,0.0,6.44,1.661,0
1776047434.7443638,0,100,20,1898.840064,192265.846784,617.684,48,1417,3996,100,0.0,0.0,6.102,1.583,0
1776047434.794431,0,100,20,1898.840064,192265.846784,687.602,48,1372,3996,100,0.0,0.0,5.913,1.582,0
1776047434.8443193,0,100,20,1898.840064,192265.846784,687.602,48,1372,3996,100,0.0,0.0,5.921,1.478,0
1776047434.8943367,0,100,20,1898.840064,192265.846784,763.238,48,1372,3996,100,0.0,0.0,5.929,1.538,0
1776047434.9443655,0,100,20,1898.840064,192265.846784,763.238,48,1372,3996,100,0.0,0.0,6.12,1.529,0
1776047434.9946716,0,100,20,1898.840064,192265.846784,852.989,48,1237,3996,100,0.0,0.0,6.112,1.563,0
1776047435.0444646,0,100,19,1898.840064,192265.846784,852.989,48,1237,3996,100,0.0,0.0,5.911,1.55,0
1776047435.09484,0,100,19,1898.840064,192265.846784,930.37,48,1275,3996,100,0.0,0.0,6.126,1.722,0
1776047435.1458094,0,100,19,1898.840064,192265.846784,930.37,48,1275,3996,100,0.0,0.0,6.12,2.59,0
1776047435.1948664,0,100,19,1898.840064,192265.846784,1009.36,48,1297,3996,100,0.0,0.0,6.265,1.592,0
1776047435.2447956,0,100,20,1898.840064,192265.846784,1009.36,49,1297,3996,100,0.0,0.0,6.116,1.667,0
