dtype,batch_size,input_len,output_len,model,num_gpus,total_time_s,total_output_tokens,throughput_tps,throughput_rps,ttft_s_est,tpot_ms,tbt_ms,ttl_s,mean_gpu_util,max_gpu_util,mean_power_W,peak_power_W,mean_mem_util,mean_sm_clock_MHz,mem_bw_util_pct,mem_used_GB,arith_intensity
fp8,16,128,256,Qwen/Qwen2.5-7B-Instruct,1,0.9693805035203695,4096,4225.378976702239,16.50538662774312,0.29081415105611086,0.1656656133945944,0.1656656133945944,0.9693805035203695,94.2,99,476.9723,480.542,32.2,1965.0,32.2,0.0,32.0
fp8,32,128,256,Qwen/Qwen2.5-7B-Instruct,1,1.006815624423325,8192,8136.544369473945,31.7833764432576,0.3020446873269975,0.08603160853226655,0.08603160853226655,1.006815624423325,93.28571428571429,99,492.7604761904761,506.05,31.333333333333332,1965.0,31.333333333333332,0.0,64.0
fp8,1,512,256,Qwen/Qwen2.5-7B-Instruct,1,0.9514825167134404,256,269.0538139200512,1.0509914606252,0.2854447550140321,2.6017100066383136,2.6017100066383136,0.9514825167134404,88.4,99,486.6968,506.05,30.2,1965.0,30.2,0.0,2.0
fp8,2,512,256,Qwen/Qwen2.5-7B-Instruct,1,0.9591876203194261,512,533.7850376232913,2.0850978032159815,0.2877562860958278,1.3113893246554653,1.3113893246554653,0.9591876203194261,87.0,99,467.5692,470.226,29.8,1965.0,29.8,0.0,4.0
fp8,4,512,256,Qwen/Qwen2.5-7B-Instruct,1,0.9803975662216544,1024,1044.4742370652598,4.079977488536171,0.29411926986649634,0.6701936487843341,0.6701936487843341,0.9803975662216544,88.4,99,466.63430000000005,468.252,29.5,1965.0,29.5,0.0,8.0
fp8,8,512,256,Qwen/Qwen2.5-7B-Instruct,1,0.9825371224433184,2048,2084.399615260488,8.142185997111282,0.2947611367329955,0.33582811802261864,0.33582811802261864,0.9825371224433184,93.2,99,473.69135000000006,479.145,31.15,1965.0,31.15,0.0,16.0
fp8,16,512,256,Qwen/Qwen2.5-7B-Instruct,1,0.991765676997602,4096,4130.007818378962,16.13284304054282,0.29752970309928056,0.1694912045650199,0.1694912045650199,0.991765676997602,92.6,99,483.86295000000007,487.584,31.4,1965.0,31.4,0.0,32.0
fp8,32,512,256,Qwen/Qwen2.5-7B-Instruct,1,1.0467453384771943,8192,7826.163345439614,30.570950568123493,0.3140236015431583,0.08944357140308057,0.08944357140308057,1.0467453384771943,95.76190476190476,99,496.7266666666667,506.649,32.095238095238095,1965.0,32.095238095238095,0.0,64.0
fp8,1,1024,256,Qwen/Qwen2.5-7B-Instruct,1,0.9583952352404594,256,267.1131810622682,1.0434108635244852,0.2875185705721378,2.6206119713606313,2.6206119713606313,0.9583952352404594,99.0,99,504.7168,516.114,34.0,1965.0,34.0,0.0,2.0
fp8,2,1024,256,Qwen/Qwen2.5-7B-Instruct,1,0.9767096433788538,512,524.2090149010655,2.0476914644572872,0.29301289301365613,1.3353452155570267,1.3353452155570267,0.9767096433788538,99.0,99,458.8741999999999,482.967,34.0,1965.0,34.0,0.0,4.0
fp8,4,1024,256,Qwen/Qwen2.5-7B-Instruct,1,0.9989196555688977,1024,1025.1074691455728,4.004326051349894,0.2996758966706693,0.6828552332990512,0.6828552332990512,0.9989196555688977,99.0,99,468.11019999999996,474.643,33.2,1965.0,33.2,0.0,8.0
fp8,8,1024,256,Qwen/Qwen2.5-7B-Instruct,1,0.9881738228723407,2048,2072.5098688073376,8.095741675028663,0.2964521468617022,0.33775472461456957,0.33775472461456957,0.9881738228723407,99.0,99,485.18760000000003,491.489,33.0,1965.0,33.0,0.0,16.0
fp8,16,1024,256,Qwen/Qwen2.5-7B-Instruct,1,1.0106176054105163,4096,4052.9671935966235,15.83190309998681,0.3031852816231549,0.17271296967464878,0.17271296967464878,1.0106176054105163,97.66666666666667,99,492.98952380952386,498.184,32.666666666666664,1965.0,32.666666666666664,0.0,32.0
fp8,32,1024,256,Qwen/Qwen2.5-7B-Instruct,1,1.0858590099960566,8192,7544.2575183216,29.46975593094375,0.32575770299881696,0.09278580407681147,0.09278580407681147,1.0858590099960566,87.9090909090909,99,498.1125454545454,516.46,28.772727272727273,1965.0,28.772727272727273,0.0,64.0
fp8,1,2048,256,Qwen/Qwen2.5-7B-Instruct,1,0.9749444248154759,256,262.5790696207655,1.0256994907061152,0.2924833274446428,2.665863661604817,2.665863661604817,0.9749444248154759,99.0,99,504.88475,519.11,33.95,1965.0,33.95,0.0,2.0
fp8,2,2048,256,Qwen/Qwen2.5-7B-Instruct,1,0.9821138251572847,512,521.3245011778585,2.0364238327260096,0.2946341475471854,1.3427337453322252,1.3427337453322252,0.9821138251572847,99.0,99,482.57219999999995,484.233,34.0,1965.0,34.0,0.0,4.0
fp8,4,2048,256,Qwen/Qwen2.5-7B-Instruct,1,1.0071282554417849,1024,1016.7523296730606,3.971688787785393,0.30213847663253546,0.6884665808684076,0.6884665808684076,1.0071282554417849,99.0,99,489.80642857142874,492.863,33.23809523809524,1965.0,33.23809523809524,0.0,8.0
fp8,8,2048,256,Qwen/Qwen2.5-7B-Instruct,1,1.0180446542799473,2048,2011.6995766246912,7.8582014711902,0.3054133962839842,0.34796448144334136,0.34796448144334136,1.0180446542799473,95.57142857142857,99,486.47604761904756,492.863,31.476190476190474,1965.0,31.476190476190474,0.0,16.0
fp8,16,2048,256,Qwen/Qwen2.5-7B-Instruct,1,1.0590747613459826,4096,3867.526778557518,15.107526478740304,0.3177224284037948,0.18099422190971381,0.18099422190971381,1.0590747613459826,90.27272727272727,99,489.23409090909087,497.383,29.863636363636363,1965.0,29.863636363636363,0.0,32.0
fp8,32,2048,256,Qwen/Qwen2.5-7B-Instruct,1,1.1839273991063237,8192,6919.343201435876,27.02868438060889,0.3551782197318971,0.10116567131035481,0.10116567131035481,1.1839273991063237,91.83333333333333,99,505.31725,526.723,29.541666666666668,1965.0,29.541666666666668,0.0,64.0
fp8,1,128,512,Qwen/Qwen2.5-7B-Instruct,1,1.8916542856022716,512,270.6625644532017,0.5286378211976596,0.5674962856806814,2.5862460935968556,2.5862460935968556,1.8916542856022716,99.0,99,493.49226315789457,538.508,33.86842105263158,1965.0,33.86842105263158,0.0,2.0
fp8,2,128,512,Qwen/Qwen2.5-7B-Instruct,1,1.9019673010334373,1024,538.3899078830681,1.0515427888341173,0.5705901903100311,1.3001729596908265,1.3001729596908265,1.9019673010334373,96.78947368421052,99,478.82031578947385,484.916,33.1578947368421,1965.0,33.1578947368421,0.0,4.0
fp8,4,128,512,Qwen/Qwen2.5-7B-Instruct,1,1.9396747266873717,2048,1055.84713345089,2.0622014325212694,0.5819024180062115,0.6629747600982229,0.6629747600982229,1.9396747266873717,99.0,99,479.72494871794873,483.457,33.1025641025641,1965.0,33.1025641025641,0.0,8.0
fp8,8,128,512,Qwen/Qwen2.5-7B-Instruct,1,1.9268841482698917,4096,2125.711607352062,4.151780483109496,0.5780652444809675,0.3293014901828428,0.3293014901828428,1.9268841482698917,99.0,99,483.0572564102564,489.115,33.56410256410256,1965.0,33.56410256410256,0.0,16.0
fp8,16,128,512,Qwen/Qwen2.5-7B-Instruct,1,1.9287376832216978,8192,4247.337557233995,8.295581166472646,0.5786213049665093,0.16480912820497906,0.16480912820497906,1.9287376832216978,95.51282051282051,99,487.81861538461544,496.904,33.1025641025641,1965.0,33.1025641025641,0.0,32.0
fp8,32,128,512,Qwen/Qwen2.5-7B-Instruct,1,2.002489826641977,16384,8181.814350325426,15.980106152979348,0.600746947992593,0.08555559562068994,0.08555559562068994,2.002489826641977,95.29268292682927,99,509.1410243902439,526.0,32.853658536585364,1965.0,32.853658536585364,0.0,64.0
fp8,1,512,512,Qwen/Qwen2.5-7B-Instruct,1,1.8994185915216804,512,269.55616960125764,0.5264768937524563,0.5698255774565041,2.5968613555960474,2.5968613555960474,1.8994185915216804,93.73684210526316,99,483.94789473684193,517.915,32.36842105263158,1965.0,32.36842105263158,0.0,2.0
fp8,2,512,512,Qwen/Qwen2.5-7B-Instruct,1,1.9043859848752618,1024,537.7061205725438,1.0502072667432496,0.5713157954625785,1.3018263568483235,1.3018263568483235,1.9043859848752618,97.66666666666667,99,479.63338461538467,485.811,33.38461538461539,1965.0,33.38461538461539,0.0,4.0
fp8,4,512,512,Qwen/Qwen2.5-7B-Instruct,1,1.9437158573418856,2048,1053.651948284626,2.0579139614934103,0.5831147572025657,0.6643560059274023,0.6643560059274023,1.9437158573418856,99.0,99,474.7591794871795,484.986,33.12820512820513,1965.0,33.12820512820513,0.0,8.0
fp8,8,512,512,Qwen/Qwen2.5-7B-Instruct,1,1.9358702767640352,4096,2115.8442531835335,4.132508306999089,0.5807610830292106,0.3308372055016662,0.3308372055016662,1.9358702767640352,95.71794871794872,99,483.4547692307693,492.197,32.51282051282051,1965.0,32.51282051282051,0.0,16.0
fp8,16,512,512,Qwen/Qwen2.5-7B-Instruct,1,1.956255634315312,8192,4187.591772926545,8.178890181497158,0.5868766902945936,0.1671605156275291,0.1671605156275291,1.956255634315312,98.2,99,493.16405000000003,502.585,33.825,1965.0,33.825,0.0,32.0
fp8,32,512,512,Qwen/Qwen2.5-7B-Instruct,1,2.055943069048226,16384,7969.09226070388,15.564633321687266,0.6167829207144677,0.0878393645223241,0.0878393645223241,2.055943069048226,96.9047619047619,99,508.18838095238095,527.606,33.095238095238095,1965.0,33.095238095238095,0.0,64.0
fp8,1,1024,512,Qwen/Qwen2.5-7B-Instruct,1,1.9041497623547912,512,268.8864133075482,0.5251687759913051,0.5712449287064373,2.6033297532194415,2.6033297532194415,1.9041497623547912,93.25641025641026,99,487.9327692307692,527.606,32.07692307692308,1965.0,32.07692307692308,0.0,2.0
fp8,2,1024,512,Qwen/Qwen2.5-7B-Instruct,1,1.9132841909304261,1024,535.2053839435274,1.045323015514702,0.5739852572791279,1.307909114893846,1.307909114893846,1.9132841909304261,93.15384615384616,99,480.3593846153845,504.246,31.846153846153847,1965.0,31.846153846153847,0.0,4.0
fp8,4,1024,512,Qwen/Qwen2.5-7B-Instruct,1,1.9628515634685755,2048,1043.3799672456933,2.0378514985267446,0.5888554690405726,0.6708965304824233,0.6708965304824233,1.9628515634685755,97.6,99,484.4301750000001,504.246,32.475,1965.0,32.475,0.0,8.0
fp8,8,1024,512,Qwen/Qwen2.5-7B-Instruct,1,1.958574814721942,4096,2091.3165885784697,4.084602712067324,0.5875724444165825,0.33471737556283193,0.33471737556283193,1.958574814721942,96.8,99,484.44012499999997,494.574,32.525,1965.0,32.525,0.0,16.0
fp8,16,1024,512,Qwen/Qwen2.5-7B-Instruct,1,1.988006154075265,8192,4120.711589955095,8.048264824131046,0.5964018462225794,0.16987357273592354,0.16987357273592354,1.988006154075265,94.8,99,490.61794999999995,503.147,32.225,1965.0,32.225,0.0,32.0
fp8,32,1024,512,Qwen/Qwen2.5-7B-Instruct,1,2.108562706038356,16384,7770.221844994524,15.17621454100493,0.6325688118115067,0.0900875179581817,0.0900875179581817,2.108562706038356,93.79069767441861,99,518.027488372093,536.61,31.558139534883722,1965.0,31.558139534883722,0.0,64.0
fp8,1,2048,512,Qwen/Qwen2.5-7B-Instruct,1,1.9289843114092946,512,265.42465740736816,0.5184075339987659,0.5786952934227884,2.637283238254895,2.637283238254895,1.9289843114092946,99.0,99,492.7545641025642,536.61,34.1025641025641,1965.0,34.1025641025641,0.0,2.0
fp8,2,2048,512,Qwen/Qwen2.5-7B-Instruct,1,1.9371973425149918,1024,528.5987016018609,1.0324193390661345,0.5811592027544975,1.3242559958598576,1.3242559958598576,1.9371973425149918,99.0,99,486.6693333333332,490.304,34.0,1965.0,34.0,0.0,4.0
fp8,4,2048,512,Qwen/Qwen2.5-7B-Instruct,1,1.985371833667159,2048,1031.5448044899283,2.0147359462693912,0.5956115501001477,0.6785938884604549,0.6785938884604549,1.985371833667159,96.3,99,490.04425000000003,493.898,32.15,1965.0,32.15,0.0,8.0
fp8,8,2048,512,Qwen/Qwen2.5-7B-Instruct,1,1.9919959483668208,4096,2056.229081870468,4.016072425528257,0.5975987845100462,0.34042899508222035,0.34042899508222035,1.9919959483668208,96.2,99,497.83885,503.368,32.45,1965.0,32.45,0.0,16.0
fp8,16,2048,512,Qwen/Qwen2.5-7B-Instruct,1,2.044328223913908,8192,4007.1843181405816,7.826531871368323,0.6132984671741724,0.1746862496020185,0.1746862496020185,2.044328223913908,97.4390243902439,99,505.8020975609756,514.3,33.02439024390244,1965.0,33.02439024390244,0.0,32.0
fp8,32,2048,512,Qwen/Qwen2.5-7B-Instruct,1,2.2346893893554807,16384,7331.667693077203,14.319663463041412,0.6704068168066442,0.0954762312346702,0.0954762312346702,2.2346893893554807,95.17777777777778,99,524.1420666666668,546.795,31.4,1965.0,31.4,0.0,64.0
int8,1,128,128,Qwen/Qwen2.5-7B-Instruct,1,0.8598727406933904,128,148.8592368875218,1.162962788183764,0.2579618222080171,4.702429050666979,4.702429050666979,0.8598727406933904,66.66666666666667,100,291.3631111111111,407.181,7.333333333333333,1965.0,7.333333333333333,0.0,2.0
int8,2,128,128,Qwen/Qwen2.5-7B-Instruct,1,1.4009051397442818,256,182.73899690790606,1.427648413343016,0.42027154192328453,3.8305999914882705,3.8305999914882705,1.4009051397442818,99.0,100,586.902,702.12,32.857142857142854,1965.0,32.857142857142854,0.0,4.0
int8,4,128,128,Qwen/Qwen2.5-7B-Instruct,1,1.4032709235325456,512,364.861832033909,2.8504830627649143,0.4209812770597637,1.9185344657671521,1.9185344657671521,1.4032709235325456,98.42857142857143,100,696.7926785714286,701.927,35.57142857142857,1965.0,35.57142857142857,0.0,8.0
int8,8,128,128,Qwen/Qwen2.5-7B-Instruct,1,1.4083454674109817,1024,727.0943271344215,5.680424430737668,0.4225036402232945,0.9627361593629757,0.9627361593629757,1.4083454674109817,98.34482758620689,100,699.9505517241379,703.299,35.44827586206897,1965.0,35.44827586206897,0.0,16.0
int8,16,128,128,Qwen/Qwen2.5-7B-Instruct,1,1.3961239010095596,2048,1466.9185152686364,11.460300900536222,0.4188371703028679,0.4771907864778768,0.4771907864778768,1.3961239010095596,92.71428571428571,100,690.6524285714287,712.059,34.17857142857143,1965.0,34.17857142857143,0.0,32.0
int8,32,128,128,Qwen/Qwen2.5-7B-Instruct,1,1.4174036048352718,4096,2889.790872569447,22.576491191948804,0.4252210814505815,0.24223206137321543,0.24223206137321543,1.4174036048352718,98.06896551724138,100,717.3355172413792,722.784,36.310344827586206,1965.0,36.310344827586206,0.0,64.0
int8,1,512,128,Qwen/Qwen2.5-7B-Instruct,1,0.8543180981650949,128,149.82709634141955,1.1705241901673402,0.25629542944952843,4.6720520993403625,4.6720520993403625,0.8543180981650949,98.58823529411765,100,609.8649411764706,722.546,19.705882352941178,1965.0,19.705882352941178,0.0,2.0
int8,2,512,128,Qwen/Qwen2.5-7B-Instruct,1,1.3968141116201878,256,183.2742079782265,1.4318297498298946,0.4190442334860563,3.8194135864614513,3.8194135864614513,1.3968141116201878,100.0,100,611.2978571428573,707.38,32.214285714285715,1965.0,32.214285714285715,0.0,4.0
int8,4,512,128,Qwen/Qwen2.5-7B-Instruct,1,1.407975697889924,512,363.6426401160997,2.840958125907029,0.4223927093669772,1.9249667744588805,1.9249667744588805,1.407975697889924,98.20689655172414,100,701.4441379310342,707.867,35.206896551724135,1965.0,35.206896551724135,0.0,8.0
int8,8,512,128,Qwen/Qwen2.5-7B-Instruct,1,1.424603178165853,1024,718.7966555840334,5.615598871750261,0.4273809534497559,0.9738498288243136,0.9738498288243136,1.424603178165853,100.0,100,690.1306206896553,708.648,36.0,1965.0,36.0,0.0,16.0
int8,16,512,128,Qwen/Qwen2.5-7B-Instruct,1,1.412346402183175,2048,1450.069187583333,11.328665527994788,0.4237039206549525,0.4827355866837025,0.4827355866837025,1.412346402183175,96.0,100,706.8611379310346,718.784,35.241379310344826,1965.0,35.241379310344826,0.0,32.0
int8,32,512,128,Qwen/Qwen2.5-7B-Instruct,1,1.450613078661263,4096,2823.6337175314197,22.059638418214217,0.4351839235983789,0.2479075085602744,0.2479075085602744,1.450613078661263,93.10344827586206,100,710.5079655172415,730.84,34.37931034482759,1965.0,34.37931034482759,0.0,64.0
int8,1,1024,128,Qwen/Qwen2.5-7B-Instruct,1,0.8791829030960798,128,145.58972831391804,1.1374197524524847,0.26375487092882394,4.8080315013066866,4.8080315013066866,0.8791829030960798,100.0,100,635.0684444444445,729.255,16.77777777777778,1965.0,16.77777777777778,0.0,2.0
int8,2,1024,128,Qwen/Qwen2.5-7B-Instruct,1,1.4212173717096448,256,180.127266311167,1.4072442680559922,0.4263652115128934,3.88614125076856,3.88614125076856,1.4212173717096448,91.86206896551724,100,604.0871724137932,709.772,31.20689655172414,1965.0,31.20689655172414,0.0,4.0
int8,4,1024,128,Qwen/Qwen2.5-7B-Instruct,1,1.4354948094114661,512,356.6714394529321,2.786495620726032,0.43064844282343984,1.9625905597422388,1.9625905597422388,1.4354948094114661,97.24137931034483,100,695.1886896551722,709.534,34.96551724137931,1965.0,34.96551724137931,0.0,8.0
int8,8,1024,128,Qwen/Qwen2.5-7B-Instruct,1,1.445077907294035,1024,708.6123141398516,5.536033704217591,0.43352337218821047,0.9878462256892816,0.9878462256892816,1.445077907294035,98.75862068965517,100,700.2914482758621,711.726,35.48275862068966,1965.0,35.48275862068966,0.0,16.0
int8,16,1024,128,Qwen/Qwen2.5-7B-Instruct,1,1.4403892299160361,2048,1421.8379014951279,11.108108605430687,0.4321167689748108,0.49232053756895766,0.49232053756895766,1.4403892299160361,93.10344827586206,100,705.5469655172415,719.072,34.10344827586207,1965.0,34.10344827586207,0.0,32.0
int8,32,1024,128,Qwen/Qwen2.5-7B-Instruct,1,1.4803760945796967,4096,2766.864457618064,21.616128575141126,0.444112828373909,0.2529939614760224,0.2529939614760224,1.4803760945796967,96.0,100,710.9412666666668,727.667,35.266666666666666,1965.0,35.266666666666666,0.0,64.0
int8,1,2048,128,Qwen/Qwen2.5-7B-Instruct,1,0.8995172772556543,128,142.29854527143314,1.1117073849330714,0.26985518317669627,4.9192351099918605,4.9192351099918605,0.8995172772556543,94.66666666666667,100,628.5826666666667,726.7,17.444444444444443,1965.0,17.444444444444443,0.0,2.0
int8,2,2048,128,Qwen/Qwen2.5-7B-Instruct,1,1.4295344920828938,256,179.07927469941413,1.3990568335891729,0.42886034762486813,3.9088833767891624,3.9088833767891624,1.4295344920828938,99.58620689655173,100,615.5174137931034,713.418,31.620689655172413,1965.0,31.620689655172413,0.0,4.0
int8,4,2048,128,Qwen/Qwen2.5-7B-Instruct,1,1.442677895538509,512,354.8955741148897,2.772621672772576,0.43280336866155267,1.9724111853065551,1.9724111853065551,1.442677895538509,93.65517241379311,100,704.1070689655171,715.566,33.275862068965516,1965.0,33.275862068965516,0.0,8.0
int8,8,2048,128,Qwen/Qwen2.5-7B-Instruct,1,1.453502120450139,1024,704.5053361758252,5.503947938873634,0.4360506361350417,0.9936049651514621,0.9936049651514621,1.453502120450139,100.0,100,708.9691333333332,713.693,36.0,1965.0,36.0,0.0,16.0
int8,16,2048,128,Qwen/Qwen2.5-7B-Instruct,1,1.4654668113216758,2048,1397.5069132769706,10.918022759976333,0.4396400433965027,0.5008919765259634,0.5008919765259634,1.4654668113216758,92.8,100,698.5573333333334,722.794,33.733333333333334,1965.0,33.733333333333334,0.0,32.0
int8,32,2048,128,Qwen/Qwen2.5-7B-Instruct,1,1.561824911274016,4096,2622.5731005012594,20.48885234766609,0.46854747338220476,0.26691343698530545,0.26691343698530545,1.561824911274016,99.625,100,715.3260937499999,734.231,35.5,1965.0,35.5,0.0,64.0
