size_kb,bw_TBps
32,0.008204385875853233
64,0.018561726913532868
128,0.038765140413071046
256,0.07676450702096035
512,0.15681348402606696
1024,0.3016719111630202
4096,1.2448964458614007
16384,5.004184926149668
65536,5.380825523403037
262144,6.360188273324928
1048576,6.539793807232251
4194304,6.65884168468525
