run_id,workload_label,category,gpu_utilization_pct_mean,gpu_utilization_pct_std,gpu_utilization_pct_min,gpu_utilization_pct_max,gpu_utilization_pct_cv,gpu_utilization_pct_p25,gpu_utilization_pct_p75,gpu_utilization_pct_fft_energy,gpu_utilization_pct_fft_peak,mem_utilization_pct_mean,mem_utilization_pct_std,mem_utilization_pct_min,mem_utilization_pct_max,mem_utilization_pct_cv,mem_utilization_pct_p25,mem_utilization_pct_p75,mem_utilization_pct_fft_energy,mem_utilization_pct_fft_peak,power_draw_w_mean,power_draw_w_std,power_draw_w_min,power_draw_w_max,power_draw_w_cv,power_draw_w_p25,power_draw_w_p75,power_draw_w_fft_energy,power_draw_w_fft_peak,temperature_c_mean,temperature_c_std,temperature_c_min,temperature_c_max,temperature_c_cv,temperature_c_p25,temperature_c_p75,temperature_c_fft_energy,temperature_c_fft_peak,sm_clock_mhz_mean,sm_clock_mhz_std,sm_clock_mhz_min,sm_clock_mhz_max,sm_clock_mhz_cv,sm_clock_mhz_p25,sm_clock_mhz_p75,sm_clock_mhz_fft_energy,sm_clock_mhz_fft_peak,mem_clock_mhz_mean,mem_clock_mhz_std,mem_clock_mhz_min,mem_clock_mhz_max,mem_clock_mhz_cv,mem_clock_mhz_p25,mem_clock_mhz_p75,mem_clock_mhz_fft_energy,mem_clock_mhz_fft_peak,mem_used_mb_mean,mem_used_mb_std,mem_used_mb_min,mem_used_mb_max,mem_used_mb_cv,mem_used_mb_p25,mem_used_mb_p75,mem_used_mb_fft_energy,mem_used_mb_fft_peak,pcie_tx_mbps_mean,pcie_tx_mbps_std,pcie_tx_mbps_min,pcie_tx_mbps_max,pcie_tx_mbps_cv,pcie_tx_mbps_p25,pcie_tx_mbps_p75,pcie_tx_mbps_fft_energy,pcie_tx_mbps_fft_peak,pcie_rx_mbps_mean,pcie_rx_mbps_std,pcie_rx_mbps_min,pcie_rx_mbps_max,pcie_rx_mbps_cv,pcie_rx_mbps_p25,pcie_rx_mbps_p75,pcie_rx_mbps_fft_energy,pcie_rx_mbps_fft_peak,mem_growth_rate
04615f74aca3,bert_sst2,ml_training,77.83076923076923,40.72375275513713,0,100,0.5232346173255392,99.0,100.0,2225.754543323329,0.015384615384615385,12.461538461538462,6.731634559759899,0,19,0.5401928967275073,15.0,15.0,412.2414564316384,0.015384615384615385,41.90696923076923,0.8882977747008391,39.7,43.741,0.021196898534657813,41.95,42.404,66.40775414776293,0.03076923076923077,52.261538461538464,3.906232692269349,44,56,0.07474392846412992,51.0,55.0,124.784822203479,0.015384615384615385,1102.8461538461538,317.23656545476985,210,1410,0.28765260172339185,1185.0,1215.0,25980.61820257803,0.015384615384615385,1215.0,0.0,1215,1215,0.0,1215.0,1215.0,0.0,0.0,4270.092307692307,1761.2362554740218,518,5139,0.4124585907196552,5139.0,5139.0,105569.50955318421,0.015384615384615385,1.7563701923076922,1.1222001455664286,0.23828125,5.0537109375,0.6389314450008059,1.4775390625,1.9541015625,177.1789020239924,0.015384615384615385,8.663191105769231,7.869392786978958,0.28515625,33.1875,0.9083711406100673,7.056640625,8.677734375,1277.0914822703446,0.015384615384615385,43.568050699300734
0a0cf0b8d0a5,rendering_proxy,rendering,80.31353135313532,8.510802959360824,0,87,0.10596972659355745,80.0,83.0,17592.054424870104,0.013201320132013201,38.32343234323432,4.176796839195182,0,41,0.1089880677095347,38.0,39.0,8822.798425711306,0.013201320132013201,43.742100660066015,0.35207827562184596,40.087,44.352,0.008048956732780416,43.769,43.798,970.7671584795751,0.0016501650165016502,58.65511551155115,2.0372234961858964,46,60,0.03473223909600803,58.0,60.0,1693.2858617716956,0.0016501650165016502,1395.1237623762377,97.55664358281008,210,1410,0.06992687402627082,1395.0,1410.0,272787.17494569276,0.019801980198019802,1215.0,0.0,1215,1215,0.0,1215.0,1215.0,0.0,0.0,1156.6072607260726,63.91358484203503,518,1163,0.055259539700500696,1163.0,1163.0,141472.85164871957,0.0016501650165016502,19.557783170895213,2.1751944413230153,0.28515625,26.7021484375,0.11121886474581627,19.263671875,20.07421875,5370.965959084735,0.013201320132013201,126.77603522070957,13.877383467617083,0.23828125,147.8193359375,0.10946377557357678,126.5166015625,130.7958984375,37933.535265153594,0.013201320132013201,0.02093201981572897
0a3f56331a37,pytorch_resnet_cifar10_amp,ml_training,76.53191489361703,38.94078618700661,0,98,0.5088176121115918,92.5,97.0,2093.167746612084,0.0425531914893617,35.148936170212764,17.990309859578943,0,45,0.5118308495013041,43.0,45.0,978.9562828137961,0.0425531914893617,42.98270212765958,1.5299348084277482,39.648,44.294,0.035594197960105295,43.357,43.769,79.18084806196808,0.0425531914893617,48.93617021276596,3.0460541497880924,42,52,0.06224545436396296,48.0,51.0,77.44551715964158,0.02127659574468085,1020.0,329.31747600150226,210,1410,0.3228602705893916,1110.0,1140.0,17112.319313703003,0.02127659574468085,1215.0,0.0,1215,1215,0.0,1215.0,1215.0,0.0,0.0,2516.851063829787,914.9171732225489,518,2927,0.36351661263181545,2926.0,2927.0,40057.98886393821,0.02127659574468085,15.576878324468085,13.644200574311036,0.380859375,36.19140625,0.875926503964717,5.74560546875,32.185546875,1463.9321936019212,0.06382978723404255,148.23796958111703,159.49164637491538,0.23828125,349.998046875,1.0759162907082611,27.203125,342.0107421875,16717.00750501874,0.02127659574468085,21.735892691951914
0ec365ea9cda,gpt2_wikitext2,ml_training,81.1470588235294,38.928905648490904,0,100,0.47973279885189557,99.0,100.0,5372.543113077883,0.007352941176470588,18.029411764705884,8.946707382313868,0,25,0.49622846815954275,19.0,23.0,1542.8931183230718,0.007352941176470588,41.90550000000001,0.8692935573722432,39.674,43.741,0.020744139966150002,41.97025,42.404,183.64676266796965,0.007352941176470588,52.61029411764706,5.174256495693308,41,58,0.09835064757525008,50.0,57.0,399.4174749539245,0.007352941176470588,1026.1764705882354,271.2100697997482,210,1410,0.2642918421663071,1080.0,1125.0,63268.69588661451,0.007352941176470588,1215.0,0.0,1215,1215,0.0,1215.0,1215.0,0.0,0.0,8940.33088235294,3834.6924953834728,518,10751,0.4289206457618064,10751.0,10751.0,509205.95420114306,0.007352941176470588,1.9615047679227942,1.2391006772720834,0.28515625,8.4873046875,0.6317092351259305,1.19140625,2.193359375,678.630143656965,0.3676470588235294,8.228407915900736,6.8393392884093505,0.23828125,34.3798828125,0.8311862218645836,3.372802734375,9.738525390625,3469.187596666535,0.3676470588235294,54.614023662993176
13bf1043b834,pytorch_mlp_cifar10,ml_training,6.24,3.3118950237965947,0,11,0.5307524075746541,4.0,9.0,564.1065737500702,0.013333333333333334,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,40.09681333333332,0.26632898236362956,39.162,40.653,0.006642148345878214,40.087,40.14,46.7902897733408,0.02666666666666667,31.0,0.6575959492214292,30,32,0.02121277255484569,31.0,31.0,56.43602061018749,0.02666666666666667,1014.0,254.48676490834157,210,1095,0.2509731409350006,1095.0,1095.0,21861.220227407906,0.013333333333333334,1215.0,0.0,1215,1215,0.0,1215.0,1215.0,0.0,0.0,1040.56,182.37177946696124,518,1105,0.17526310781385598,1105.0,1105.0,13840.253580835864,0.013333333333333334,16.2201953125,21.412465328688576,0.28515625,56.8857421875,1.320111436072972,0.50048828125,28.6337890625,4759.0730904679685,0.18666666666666668,168.6719921875,214.41133078049302,0.23828125,646.06640625,1.2711732872691566,0.28515625,323.2001953125,46228.59847345013,0.013333333333333334,2.3585206258890326
172e990deec1,bert_sst2,ml_training,78.04615384615384,39.54207836644986,0,100,0.5066499297824381,98.0,99.0,2269.7711326048016,0.015384615384615385,12.584615384615384,6.60939744722502,0,19,0.5251966186252917,15.0,15.0,395.747118770823,0.015384615384615385,41.852784615384614,0.8412520893790497,39.674,43.741,0.020100265659497234,41.977,42.404,56.83172734903913,0.03076923076923077,51.92307692307692,4.258475711403716,43,56,0.08201508777360314,51.0,55.0,137.2473122615763,0.015384615384615385,1103.5384615384614,317.4787432314897,210,1410,0.2876915977976876,1185.0,1215.0,25748.586561582706,0.015384615384615385,1215.0,0.0,1215,1215,0.0,1215.0,1215.0,0.0,0.0,4270.092307692307,1761.2362554740218,518,5139,0.4124585907196552,5139.0,5139.0,105569.50955318421,0.015384615384615385,1.7688401442307693,1.1615061336820736,0.28515625,5.1494140625,0.6566484466184135,1.4775390625,1.9541015625,193.35214715339765,0.015384615384615385,8.675676081730769,8.055415476958833,0.28515625,32.9970703125,0.9285057902280854,7.056640625,8.53515625,1326.5867253558743,0.1076923076923077,43.568050699300734
17de3f9f3997,mining_ethash_proxy,crypto_mining,38.636963696369634,4.112494972380322,0,42,0.10643939323473021,39.0,40.0,8979.479475577948,0.0016501650165016502,0.0016501650165016502,0.040622223185119384,0,1,24.617052332248633,0.0,0.0,243.0,0.009900990099009901,40.38368811881188,0.2664827535531109,39.136,40.653,0.0065987720775403085,40.114,40.626,1307.4185791435139,0.04785478547854786,31.551155115511552,0.5205118133147744,30,32,0.01649739324575083,31.0,32.0,463.9191241093513,0.0016501650165016502,1135.3217821782177,79.59258087102812,210,1185,0.07010574633585594,1125.0,1155.0,230906.34751323552,0.0016501650165016502,1215.0,0.0,1215,1215,0.0,1215.0,1215.0,0.0,0.0,2029.881188118812,151.31301608127052,518,2045,0.07454279440927525,2045.0,2045.0,335638.5533121539,0.0016501650165016502,15.657555306311881,12.899139473970202,0.28515625,327.681640625,0.8238284470849971,14.841064453125,15.7353515625,76239.47632150297,0.0016501650165016502,104.35673376908004,88.39408134177471,0.23828125,2260.302734375,0.8470376385727592,100.338134765625,105.0947265625,525909.247117179,0.03135313531353135,0.04940317305655527
184fc886a3ca,mining_ethash_proxy,crypto_mining,39.1056105610561,4.049536433849974,0,42,0.10355384753356112,39.0,40.0,9967.644760612597,0.01485148514851485,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,40.6019092409241,0.21275815629838898,39.239,41.08,0.005240102258016538,40.679,40.706,1019.1832972790482,0.0016501650165016502,32.90594059405941,0.3139685036090236,31,33,0.009541392767729112,33.0,33.0,481.0521103225205,0.0016501650165016502,1161.3861386138615,80.20722792149206,210,1200,0.06906163699969073,1170.0,1170.0,227440.749625767,0.0033003300330033004,1215.0,0.0,1215,1215,0.0,1215.0,1215.0,0.0,0.0,2029.881188118812,151.31301608127052,518,2045,0.07454279440927525,2045.0,2045.0,335638.5533121539,0.0016501650165016502,15.80739963644802,2.2715886037648185,0.28515625,54.7880859375,0.14370412944981686,15.591796875,16.1640625,10216.344140165584,0.03135313531353135,104.68918239480197,11.08762962428292,0.23828125,127.171875,0.10590998392139064,105.619140625,107.240234375,29275.721000509417,0.011551155115511552,0.04940317305655527
1b48168bcf3c,nbody_sim,scientific_hpc,98.02805280528052,9.535364632855133,0,99,0.09727179475551324,99.0,99.0,20410.448256243428,0.0016501650165016502,88.40924092409242,8.84340425185315,0,90,0.10002805316862758,89.0,90.0,19616.355470530656,0.0033003300330033004,46.133638613861386,0.584020872853011,39.726,46.586,0.012659328212296608,46.098,46.158,1478.2904153106329,0.0016501650165016502,58.585808580858085,1.297829054308478,47,60,0.02215261828289196,59.0,59.0,1414.0914275287582,0.0016501650165016502,1230.9158415841584,84.26950771452026,210,1410,0.06846081987701044,1230.0,1245.0,290390.24510171014,0.05115511551155116,1215.0,0.0,1215,1215,0.0,1215.0,1215.0,0.0,0.0,1839.7821782178219,132.28741091584558,518,1853,0.07190384409741328,1853.0,1853.0,293436.45623557654,0.0016501650165016502,6.090261125721947,0.7213557459449805,0.3330078125,9.8701171875,0.11844414072492268,5.912109375,6.150390625,2031.1213870171462,0.0016501650165016502,24.867542027640265,22.90595974029225,0.23828125,584.6494140625,0.9211187705608846,23.841796875,24.3662109375,136319.7532288417,0.019801980198019802,0.04319137919483109
279297ff568c,nbody_sim,scientific_hpc,97.91749174917491,9.80654820759403,0,99,0.10015113778255572,99.0,99.0,22010.65158027391,0.013201320132013201,88.1023102310231,8.82386478224441,0,90,0.1001547491661251,89.0,89.0,19066.716562758167,0.013201320132013201,46.16254950495049,0.5859065985063728,40.087,46.586,0.012692249556772157,46.068,46.494,1538.4074661505797,0.0033003300330033004,57.65346534653465,1.505487330984831,46,59,0.02611269456067844,58.0,58.0,1320.7129172625728,0.0016501650165016502,1225.9653465346535,83.81019753213558,210,1410,0.06836261544338701,1230.0,1230.0,285941.72937757336,0.011551155115511552,1215.0,0.0,1215,1215,0.0,1215.0,1215.0,0.0,0.0,1839.7821782178219,132.28741091584558,518,1853,0.07190384409741328,1853.0,1853.0,293436.45623557654,0.0016501650165016502,6.264316470709571,4.838839239766578,0.4287109375,122.8330078125,0.77244488869925,5.53125,6.580078125,28518.566857953752,0.0016501650165016502,24.614786380981847,21.58164486546579,0.28515625,551.6044921875,0.8767756311411123,23.6982421875,24.1279296875,128175.71451181913,0.013201320132013201,0.04319137919483109
